country,log_type,category,measure,comment,date
Czech Republic,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,People from risk areas (continuously updated) need to undergo 2 week quarantine after arrival ,2020-10-03
Czech Republic,Introduction / extension of measures,Movement restrictions,Visa restrictions,Granting of visas has been suspended ,2020-03-13
Czech Republic,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,Cross-border workers need to carry prove of employment to be checked by authorities; there is a differentiation of the different type of workers,2020-03-21
Czech Republic,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,Cross-border workers returning to the Czech Republik also need to undergo a 2 week quaratine,2020-03-28
Czech Republic,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"An additional 3.3 billion crowns from the government budget reserve to solve the crisis of entrepreneurs in agriculture, food production and forestry",2020-03-26
Czech Republic,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"An additional 1 billion crowns for the Support and Guarantee Farm and Forestry Fund (PGRLF) for 2020 to enable the postponing of repayment of commercial loans, the release or reduction of pledges of cash deposits or the agreement to postpone repayments of principal on loans granted by the PGRLF",2020-03-26
Czech Republic,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,A simplification of paperwork and administrative structures for social benefits established,2020-03-26
Czech Republic,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,General mental health recommendation and guidance; including key information platforms,2020-03-26
Czech Republic,Introduction / extension of measures,Public health measures,Strengthening the public health system,Health facilities have a stricter ban on visiting (particulalry elderly people) and additional measures (e.g. separation of sick and healthy people) decided,2020-03-27
Czech Republic,Introduction / extension of measures,Public health measures,Testing policy,"Persons who meet at least one of the following clinical criteria are recommended for testing: fever above 37.5 degrees, dry cough or shortness of breath.",2020-03-27
Czech Republic,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,Psychological helpline implemented,2020-03-26
Czech Republic,Introduction / extension of measures,Public health measures,Strengthening the public health system,All hospitals are asked to create spaces for patient triage,2020-03-26
Czech Republic,Introduction / extension of measures,Social distancing,Limit public gatherings,"Spa and rehabilitation areas limited to the minimum, with only the most urgent cases still being continued",2020-03-23
Czech Republic,Introduction / extension of measures,Public health measures,Strengthening the public health system,Streamlining of public health information system with guidance for all hospitals ,2020-03-26
Czech Republic,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"Cover premium for health insurances, especially the self-employed",2020-03-26
Czech Republic,Introduction / extension of measures,Public health measures,Strengthening the public health system,Long-term agreement with company established that produced health protection equipment,2020-03-25
Czech Republic,Introduction / extension of measures,Public health measures,Strengthening the public health system,Collaboration with the technical university established for the 3D printing of respirators,2020-03-23
Czech Republic,Introduction / extension of measures,Public health measures,Strengthening the public health system,MZ regulates the prescription of Plaquenil to ensure that it is sufficient for patients infected with coronavirus,2020-03-22
Czech Republic,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Self-employed persons will be exempted from half a year of pension payments,2020-03-23
Czech Republic,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"To keep the employment rate, State will provide 100 billion CZK in direct support and 900 billion CZK in indirect in the form of guarantees.",2020-03-29
Czech Republic,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"Economic package for self-employed, including a one-time payment of 25000 CZK",2020-03-30
Czech Republic,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"Stricter quarantine rules; instead of only applying people arriving from at risk countries and cross-border workers, it now applies for all coming from abroad with some critical exemptions",2020-03-30
